"PartID" "Trial" "Length" "VerbType" "Item" "Age" "Gender" "Distractor" "Subject" "Agent" "Patient" "LC" "LCC" "PC" "PCC"
"SPA_P4_L2R2" 11 "Short" "Pred" 3 19 "F" 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P4_L2R2" 12 "Short" "NPred" 5 19 "F" 1 0 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P5_L3R1" 1 "Short" "Pred" 2 19 "M" 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P5_L3R1" 2 "Short" "NPred" 10 19 "M" 0 1 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P5_L3R1" 3 "Short" "NPred" 11 19 "M" 0 0 0 1 -0.5 -0.5 -0.5 -0.5
"SPA_P5_L3R1" 4 "Long" "Pred" 15 19 "M" 0 0 0 1 0.5 0.5 0.5 0.5
"SPA_P5_L3R1" 5 "Short" "NPred" 16 19 "M" 1 0 1 0 -0.5 -0.5 -0.5 -0.5
"SPA_P5_L3R1" 6 "Long" "NPred" 6 19 "M" 0 0 1 1 0.5 0.5 -0.5 -0.5
"SPA_P5_L3R1" 7 "Long" "Pred" 8 19 "M" 1 0 0 1 0.5 0.5 0.5 0.5
"SPA_P5_L3R1" 8 "Long" "NPred" 7 19 "M" 0 0 0 1 0.5 0.5 -0.5 -0.5
"SPA_P5_L3R1" 9 "Long" "NPred" 3 19 "M" 0 0 1 0 0.5 0.5 -0.5 -0.5
"SPA_P5_L3R1" 10 "Short" "Pred" 9 19 "M" 0 1 0 1 -0.5 -0.5 0.5 0.5
"SPA_P5_L3R1" 11 "Long" "Pred" 5 19 "M" 0 0 1 0 0.5 0.5 0.5 0.5
"SPA_P5_L3R1" 12 "Short" "Pred" 12 19 "M" 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P6_L3R2" 1 "Long" "Pred" 15 26 "M" 1 0 0 0 0.5 0.5 0.5 0.5
"SPA_P6_L3R2" 2 "Short" "Pred" 12 26 "M" 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P6_L3R2" 3 "Short" "NPred" 16 26 "M" 0 0 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P6_L3R2" 4 "Long" "NPred" 6 26 "M" 1 0 0 0 0.5 0.5 -0.5 -0.5
"SPA_P6_L3R2" 5 "Long" "Pred" 5 26 "M" 0 0 0 0 0.5 0.5 0.5 0.5
"SPA_P6_L3R2" 6 "Short" "Pred" 2 26 "M" 0 0 0 0 -0.5 -0.5 0.5 0.5
"SPA_P6_L3R2" 7 "Short" "NPred" 10 26 "M" 0 0 1 0 -0.5 -0.5 -0.5 -0.5
"SPA_P6_L3R2" 8 "Long" "Pred" 8 26 "M" 0 0 1 0 0.5 0.5 0.5 0.5
"SPA_P6_L3R2" 9 "Short" "NPred" 11 26 "M" 0 0 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P6_L3R2" 10 "Long" "NPred" 7 26 "M" 0 0 0 0 0.5 0.5 -0.5 -0.5
"SPA_P6_L3R2" 11 "Long" "NPred" 3 26 "M" 0 1 0 0 0.5 0.5 -0.5 -0.5
"SPA_P6_L3R2" 12 "Short" "Pred" 9 26 "M" 0 0 0 0 -0.5 -0.5 0.5 0.5
"SPA_P7_L4R1" 1 "Long" "NPred" 2 22 "M" 0 0 0 1 0.5 0.5 -0.5 -0.5
"SPA_P7_L4R1" 2 "Short" "NPred" 7 22 "M" 1 0 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P7_L4R1" 3 "Short" "Pred" 8 22 "M" 0 1 0 0 -0.5 -0.5 0.5 0.5
"SPA_P7_L4R1" 4 "Long" "Pred" 16 22 "M" 0 0 0 1 0.5 0.5 0.5 0.5
"SPA_P7_L4R1" 5 "Short" "Pred" 15 22 "M" 0 0 1 0 -0.5 -0.5 0.5 0.5
"SPA_P7_L4R1" 6 "Long" "Pred" 10 22 "M" 0 0 0 1 0.5 0.5 0.5 0.5
"SPA_P7_L4R1" 7 "Long" "NPred" 9 22 "M" 1 0 1 0 0.5 0.5 -0.5 -0.5
"SPA_P7_L4R1" 8 "Long" "Pred" 11 22 "M" 0 0 1 0 0.5 0.5 0.5 0.5
"SPA_P7_L4R1" 9 "Short" "NPred" 6 22 "M" 1 0 0 1 -0.5 -0.5 -0.5 -0.5
"SPA_P7_L4R1" 10 "Short" "Pred" 5 22 "M" 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P7_L4R1" 11 "Long" "NPred" 12 22 "M" 0 0 0 1 0.5 0.5 -0.5 -0.5
"SPA_P7_L4R1" 12 "Short" "NPred" 3 22 "M" 0 0 1 0 -0.5 -0.5 -0.5 -0.5
"SPA_P8_L4R2" 1 "Long" "NPred" 9 20 "F" 0 0 0 0 0.5 0.5 -0.5 -0.5
"SPA_P8_L4R2" 2 "Long" "Pred" 11 20 "F" 0 0 0 0 0.5 0.5 0.5 0.5
"SPA_P8_L4R2" 3 "Long" "Pred" 16 20 "F" 0 0 0 0 0.5 0.5 0.5 0.5
"SPA_P8_L4R2" 4 "Long" "NPred" 12 20 "F" 0 0 0 0 0.5 0.5 -0.5 -0.5
"SPA_P8_L4R2" 5 "Short" "NPred" 3 20 "F" 0 0 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P8_L4R2" 6 "Long" "Pred" 10 20 "F" 0 0 0 0 0.5 0.5 0.5 0.5
"SPA_P8_L4R2" 7 "Long" "NPred" 2 20 "F" 0 0 0 0 0.5 0.5 -0.5 -0.5
"SPA_P8_L4R2" 8 "Short" "NPred" 6 20 "F" 0 0 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P8_L4R2" 9 "Short" "Pred" 15 20 "F" 0 0 0 0 -0.5 -0.5 0.5 0.5
"SPA_P8_L4R2" 10 "Short" "NPred" 7 20 "F" 0 0 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P8_L4R2" 11 "Short" "Pred" 8 20 "F" 0 0 0 0 -0.5 -0.5 0.5 0.5
"SPA_P8_L4R2" 12 "Short" "Pred" 5 20 "F" 0 0 0 0 -0.5 -0.5 0.5 0.5
"SPA_P9_L1R1" 1 "Short" "NPred" 9 19 "M" 1 0 0 1 -0.5 -0.5 -0.5 -0.5
"SPA_P9_L1R1" 2 "Short" "Pred" 10 19 "M" 0 0 1 0 -0.5 -0.5 0.5 0.5
"SPA_P9_L1R1" 3 "Long" "Pred" 7 19 "M" 0 1 1 0 0.5 0.5 0.5 0.5
"SPA_P9_L1R1" 4 "Short" "Pred" 16 19 "M" 1 0 0 0 -0.5 -0.5 0.5 0.5
"SPA_P9_L1R1" 5 "Long" "NPred" 8 19 "M" 0 0 1 1 0.5 0.5 -0.5 -0.5
"SPA_P9_L1R1" 6 "Short" "NPred" 12 19 "M" 0 0 1 0 -0.5 -0.5 -0.5 -0.5
"SPA_P9_L1R1" 7 "Short" "Pred" 11 19 "M" 0 0 1 0 -0.5 -0.5 0.5 0.5
"SPA_P9_L1R1" 8 "Long" "Pred" 3 19 "M" 0 0 0 1 0.5 0.5 0.5 0.5
"SPA_P9_L1R1" 9 "Long" "Pred" 6 19 "M" 0 0 0 1 0.5 0.5 0.5 0.5
"SPA_P9_L1R1" 10 "Short" "NPred" 2 19 "M" 1 0 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P9_L1R1" 11 "Long" "NPred" 5 19 "M" 0 1 0 0 0.5 0.5 -0.5 -0.5
"SPA_P9_L1R1" 12 "Long" "NPred" 15 19 "M" 1 0 0 0 0.5 0.5 -0.5 -0.5
