"PartID" "Trial" "Length" "VerbType" "Item" "Age" "Gender" "EV" "Distractor" "Subject" "Agent" "Patient" "LC" "LCC" "PC" "PCC" "AC" "EVC" "AgeGroup" "AGC" "AGCC"
"SP_P20_L4R1" 10 "Short" "Pred" 5 56 "F" 28 0 0 0 1 -0.5 -0.492921492921493 0.5 0.50965250965251 6.31274131274131 5.6036036036036 "Older" 0.5 0.464607464607465
"SP_P20_L4R1" 11 "Long" "NPred" 12 56 "F" 28 1 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 6.31274131274131 5.6036036036036 "Older" 0.5 0.464607464607465
"SP_P20_L4R1" 12 "Short" "NPred" 3 56 "F" 28 0 1 0 1 -0.5 -0.492921492921493 -0.5 -0.49034749034749 6.31274131274131 5.6036036036036 "Older" 0.5 0.464607464607465
"SP_P21_L1R2" 1 "Long" "Pred" 6 53 "M" 26 0 1 0 1 0.5 0.507078507078507 0.5 0.50965250965251 3.31274131274131 3.6036036036036 "Older" 0.5 0.464607464607465
"SP_P21_L1R2" 2 "Short" "NPred" 9 53 "M" 26 0 0 1 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 3.31274131274131 3.6036036036036 "Older" 0.5 0.464607464607465
"SP_P21_L1R2" 3 "Long" "Pred" 3 53 "M" 26 0 1 1 0 0.5 0.507078507078507 0.5 0.50965250965251 3.31274131274131 3.6036036036036 "Older" 0.5 0.464607464607465
"SP_P21_L1R2" 4 "Long" "NPred" 5 53 "M" 26 0 1 0 1 0.5 0.507078507078507 -0.5 -0.49034749034749 3.31274131274131 3.6036036036036 "Older" 0.5 0.464607464607465
"SP_P21_L1R2" 5 "Long" "NPred" 15 53 "M" 26 0 0 0 1 0.5 0.507078507078507 -0.5 -0.49034749034749 3.31274131274131 3.6036036036036 "Older" 0.5 0.464607464607465
"SP_P21_L1R2" 6 "Short" "Pred" 16 53 "M" 26 0 0 1 0 -0.5 -0.492921492921493 0.5 0.50965250965251 3.31274131274131 3.6036036036036 "Older" 0.5 0.464607464607465
"SP_P21_L1R2" 7 "Short" "NPred" 2 53 "M" 26 1 0 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 3.31274131274131 3.6036036036036 "Older" 0.5 0.464607464607465
"SP_P21_L1R2" 8 "Long" "NPred" 8 53 "M" 26 0 0 0 1 0.5 0.507078507078507 -0.5 -0.49034749034749 3.31274131274131 3.6036036036036 "Older" 0.5 0.464607464607465
"SP_P21_L1R2" 9 "Long" "Pred" 7 53 "M" 26 0 0 1 0 0.5 0.507078507078507 0.5 0.50965250965251 3.31274131274131 3.6036036036036 "Older" 0.5 0.464607464607465
"SP_P21_L1R2" 10 "Short" "Pred" 11 53 "M" 26 0 0 1 0 -0.5 -0.492921492921493 0.5 0.50965250965251 3.31274131274131 3.6036036036036 "Older" 0.5 0.464607464607465
"SP_P21_L1R2" 11 "Short" "NPred" 12 53 "M" 26 0 0 1 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 3.31274131274131 3.6036036036036 "Older" 0.5 0.464607464607465
"SP_P21_L1R2" 12 "Short" "Pred" 10 53 "M" 26 0 0 1 0 -0.5 -0.492921492921493 0.5 0.50965250965251 3.31274131274131 3.6036036036036 "Older" 0.5 0.464607464607465
"SP_P22_L2R2" 1 "Short" "NPred" 8 46 "F" 21 1 0 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -3.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P22_L2R2" 3 "Long" "Pred" 12 46 "F" 21 1 0 0 0 0.5 0.507078507078507 0.5 0.50965250965251 -3.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P22_L2R2" 4 "Long" "Pred" 2 46 "F" 21 1 0 1 0 0.5 0.507078507078507 0.5 0.50965250965251 -3.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P22_L2R2" 5 "Long" "NPred" 16 46 "F" 21 0 0 1 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -3.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P22_L2R2" 6 "Long" "Pred" 9 46 "F" 21 0 0 0 1 0.5 0.507078507078507 0.5 0.50965250965251 -3.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P22_L2R2" 7 "Short" "NPred" 15 46 "F" 21 0 0 0 1 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -3.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P22_L2R2" 8 "Long" "NPred" 10 46 "F" 21 0 0 0 1 0.5 0.507078507078507 -0.5 -0.49034749034749 -3.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P22_L2R2" 9 "Short" "Pred" 6 46 "F" 21 0 0 0 1 -0.5 -0.492921492921493 0.5 0.50965250965251 -3.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P22_L2R2" 10 "Long" "NPred" 11 46 "F" 21 1 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -3.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P22_L2R2" 11 "Short" "Pred" 3 46 "F" 21 1 0 0 0 -0.5 -0.492921492921493 0.5 0.50965250965251 -3.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P22_L2R2" 12 "Short" "NPred" 5 46 "F" 21 0 0 1 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -3.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P23_L3R2" 2 "Short" "Pred" 12 45 "F" 12 0 0 0 0 -0.5 -0.492921492921493 0.5 0.50965250965251 -4.68725868725869 -10.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P23_L3R2" 3 "Short" "NPred" 16 45 "F" 12 0 0 1 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -4.68725868725869 -10.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P23_L3R2" 4 "Long" "NPred" 6 45 "F" 12 0 0 0 1 0.5 0.507078507078507 -0.5 -0.49034749034749 -4.68725868725869 -10.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P23_L3R2" 5 "Long" "Pred" 5 45 "F" 12 0 0 0 1 0.5 0.507078507078507 0.5 0.50965250965251 -4.68725868725869 -10.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P23_L3R2" 6 "Short" "Pred" 2 45 "F" 12 0 0 0 1 -0.5 -0.492921492921493 0.5 0.50965250965251 -4.68725868725869 -10.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P23_L3R2" 7 "Short" "NPred" 10 45 "F" 12 0 1 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -4.68725868725869 -10.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P23_L3R2" 8 "Long" "Pred" 8 45 "F" 12 0 0 0 1 0.5 0.507078507078507 0.5 0.50965250965251 -4.68725868725869 -10.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P23_L3R2" 9 "Short" "NPred" 11 45 "F" 12 0 0 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -4.68725868725869 -10.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P23_L3R2" 11 "Long" "NPred" 3 45 "F" 12 0 0 1 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -4.68725868725869 -10.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P24_L4R2" 1 "Long" "NPred" 9 48 "F" 28 1 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -1.68725868725869 5.6036036036036 "Younger" -0.5 -0.535392535392535
"SP_P24_L4R2" 2 "Long" "Pred" 11 48 "F" 28 1 0 0 0 0.5 0.507078507078507 0.5 0.50965250965251 -1.68725868725869 5.6036036036036 "Younger" -0.5 -0.535392535392535
"SP_P24_L4R2" 3 "Long" "Pred" 16 48 "F" 28 0 0 1 0 0.5 0.507078507078507 0.5 0.50965250965251 -1.68725868725869 5.6036036036036 "Younger" -0.5 -0.535392535392535
"SP_P24_L4R2" 4 "Long" "NPred" 12 48 "F" 28 0 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -1.68725868725869 5.6036036036036 "Younger" -0.5 -0.535392535392535
"SP_P24_L4R2" 5 "Short" "NPred" 3 48 "F" 28 1 0 1 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -1.68725868725869 5.6036036036036 "Younger" -0.5 -0.535392535392535
"SP_P24_L4R2" 6 "Long" "Pred" 10 48 "F" 28 0 0 0 0 0.5 0.507078507078507 0.5 0.50965250965251 -1.68725868725869 5.6036036036036 "Younger" -0.5 -0.535392535392535
"SP_P24_L4R2" 7 "Long" "NPred" 2 48 "F" 28 1 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -1.68725868725869 5.6036036036036 "Younger" -0.5 -0.535392535392535
"SP_P24_L4R2" 8 "Short" "NPred" 6 48 "F" 28 0 0 1 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -1.68725868725869 5.6036036036036 "Younger" -0.5 -0.535392535392535
"SP_P24_L4R2" 9 "Short" "Pred" 15 48 "F" 28 0 0 0 1 -0.5 -0.492921492921493 0.5 0.50965250965251 -1.68725868725869 5.6036036036036 "Younger" -0.5 -0.535392535392535
"SP_P24_L4R2" 10 "Short" "NPred" 7 48 "F" 28 0 0 0 1 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -1.68725868725869 5.6036036036036 "Younger" -0.5 -0.535392535392535
"SP_P24_L4R2" 11 "Short" "Pred" 8 48 "F" 28 0 0 1 0 -0.5 -0.492921492921493 0.5 0.50965250965251 -1.68725868725869 5.6036036036036 "Younger" -0.5 -0.535392535392535
"SP_P24_L4R2" 12 "Short" "Pred" 5 48 "F" 28 0 0 0 1 -0.5 -0.492921492921493 0.5 0.50965250965251 -1.68725868725869 5.6036036036036 "Younger" -0.5 -0.535392535392535
"SP_P25_L1R1" 1 "Short" "NPred" 9 43 "M" 21 0 1 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -6.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P25_L1R1" 2 "Short" "Pred" 10 43 "M" 21 0 0 1 0 -0.5 -0.492921492921493 0.5 0.50965250965251 -6.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P25_L1R1" 3 "Long" "Pred" 7 43 "M" 21 0 0 1 0 0.5 0.507078507078507 0.5 0.50965250965251 -6.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P25_L1R1" 4 "Short" "Pred" 16 43 "M" 21 0 0 1 0 -0.5 -0.492921492921493 0.5 0.50965250965251 -6.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P25_L1R1" 5 "Long" "NPred" 8 43 "M" 21 0 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -6.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P25_L1R1" 6 "Short" "NPred" 12 43 "M" 21 0 0 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -6.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P25_L1R1" 7 "Short" "Pred" 11 43 "M" 21 0 0 0 0 -0.5 -0.492921492921493 0.5 0.50965250965251 -6.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P25_L1R1" 9 "Long" "Pred" 6 43 "M" 21 0 0 1 0 0.5 0.507078507078507 0.5 0.50965250965251 -6.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P25_L1R1" 10 "Short" "NPred" 2 43 "M" 21 0 0 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -6.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P25_L1R1" 11 "Long" "NPred" 5 43 "M" 21 0 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -6.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P25_L1R1" 12 "Long" "NPred" 15 43 "M" 21 1 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -6.68725868725869 -1.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P26_L2R1" 1 "Short" "Pred" 7 47 "M" 20 1 0 0 0 -0.5 -0.492921492921493 0.5 0.50965250965251 -2.68725868725869 -2.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P26_L2R1" 2 "Short" "NPred" 8 47 "M" 20 0 0 0 1 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -2.68725868725869 -2.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P26_L2R1" 3 "Long" "Pred" 2 47 "M" 20 0 0 1 0 0.5 0.507078507078507 0.5 0.50965250965251 -2.68725868725869 -2.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P26_L2R1" 4 "Long" "Pred" 9 47 "M" 20 1 0 0 0 0.5 0.507078507078507 0.5 0.50965250965251 -2.68725868725869 -2.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P26_L2R1" 5 "Short" "Pred" 6 47 "M" 20 1 0 0 0 -0.5 -0.492921492921493 0.5 0.50965250965251 -2.68725868725869 -2.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P26_L2R1" 6 "Short" "Pred" 3 47 "M" 20 0 0 1 0 -0.5 -0.492921492921493 0.5 0.50965250965251 -2.68725868725869 -2.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P26_L2R1" 7 "Long" "NPred" 11 47 "M" 20 0 1 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -2.68725868725869 -2.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P26_L2R1" 8 "Short" "NPred" 15 47 "M" 20 1 0 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -2.68725868725869 -2.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P26_L2R1" 9 "Short" "NPred" 5 47 "M" 20 1 0 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -2.68725868725869 -2.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P26_L2R1" 10 "Long" "NPred" 16 47 "M" 20 1 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -2.68725868725869 -2.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P26_L2R1" 11 "Long" "Pred" 12 47 "M" 20 1 0 1 0 0.5 0.507078507078507 0.5 0.50965250965251 -2.68725868725869 -2.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P27_L3R1" 1 "Short" "Pred" 2 52 "M" 28 1 0 1 0 -0.5 -0.492921492921493 0.5 0.50965250965251 2.31274131274131 5.6036036036036 "Older" 0.5 0.464607464607465
"SP_P27_L3R1" 2 "Short" "NPred" 10 52 "M" 28 0 1 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 2.31274131274131 5.6036036036036 "Older" 0.5 0.464607464607465
"SP_P27_L3R1" 3 "Short" "NPred" 11 52 "M" 28 1 1 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 2.31274131274131 5.6036036036036 "Older" 0.5 0.464607464607465
"SP_P27_L3R1" 6 "Long" "NPred" 6 52 "M" 28 0 0 0 1 0.5 0.507078507078507 -0.5 -0.49034749034749 2.31274131274131 5.6036036036036 "Older" 0.5 0.464607464607465
"SP_P27_L3R1" 7 "Long" "Pred" 8 52 "M" 28 0 0 0 0 0.5 0.507078507078507 0.5 0.50965250965251 2.31274131274131 5.6036036036036 "Older" 0.5 0.464607464607465
"SP_P27_L3R1" 8 "Long" "NPred" 7 52 "M" 28 0 0 1 1 0.5 0.507078507078507 -0.5 -0.49034749034749 2.31274131274131 5.6036036036036 "Older" 0.5 0.464607464607465
"SP_P27_L3R1" 9 "Long" "NPred" 3 52 "M" 28 0 0 0 1 0.5 0.507078507078507 -0.5 -0.49034749034749 2.31274131274131 5.6036036036036 "Older" 0.5 0.464607464607465
"SP_P27_L3R1" 10 "Short" "Pred" 9 52 "M" 28 0 0 0 1 -0.5 -0.492921492921493 0.5 0.50965250965251 2.31274131274131 5.6036036036036 "Older" 0.5 0.464607464607465
"SP_P27_L3R1" 11 "Long" "Pred" 5 52 "M" 28 0 1 0 1 0.5 0.507078507078507 0.5 0.50965250965251 2.31274131274131 5.6036036036036 "Older" 0.5 0.464607464607465
"SP_P27_L3R1" 12 "Short" "Pred" 12 52 "M" 28 0 1 0 1 -0.5 -0.492921492921493 0.5 0.50965250965251 2.31274131274131 5.6036036036036 "Older" 0.5 0.464607464607465
"SP_P28_L4R1" 1 "Long" "NPred" 2 42 "F" 19 1 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -7.68725868725869 -3.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P28_L4R1" 2 "Short" "NPred" 7 42 "F" 19 0 0 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -7.68725868725869 -3.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P28_L4R1" 4 "Long" "Pred" 16 42 "F" 19 1 0 0 0 0.5 0.507078507078507 0.5 0.50965250965251 -7.68725868725869 -3.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P28_L4R1" 5 "Short" "Pred" 15 42 "F" 19 0 1 0 1 -0.5 -0.492921492921493 0.5 0.50965250965251 -7.68725868725869 -3.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P28_L4R1" 7 "Long" "NPred" 9 42 "F" 19 1 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -7.68725868725869 -3.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P28_L4R1" 8 "Long" "Pred" 11 42 "F" 19 1 0 0 0 0.5 0.507078507078507 0.5 0.50965250965251 -7.68725868725869 -3.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P28_L4R1" 9 "Short" "NPred" 6 42 "F" 19 0 0 1 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -7.68725868725869 -3.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P28_L4R1" 10 "Short" "Pred" 5 42 "F" 19 1 0 0 1 -0.5 -0.492921492921493 0.5 0.50965250965251 -7.68725868725869 -3.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P28_L4R1" 11 "Long" "NPred" 12 42 "F" 19 1 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -7.68725868725869 -3.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P28_L4R1" 12 "Short" "NPred" 3 42 "F" 19 0 0 1 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -7.68725868725869 -3.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P29_L1R2" 3 "Long" "Pred" 3 39 "M" 18 0 0 1 0 0.5 0.507078507078507 0.5 0.50965250965251 -10.6872586872587 -4.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P29_L1R2" 4 "Long" "NPred" 5 39 "M" 18 1 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -10.6872586872587 -4.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P29_L1R2" 5 "Long" "NPred" 15 39 "M" 18 0 1 0 1 0.5 0.507078507078507 -0.5 -0.49034749034749 -10.6872586872587 -4.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P29_L1R2" 6 "Short" "Pred" 16 39 "M" 18 0 0 1 0 -0.5 -0.492921492921493 0.5 0.50965250965251 -10.6872586872587 -4.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P29_L1R2" 7 "Short" "NPred" 2 39 "M" 18 0 0 1 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -10.6872586872587 -4.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P29_L1R2" 8 "Long" "NPred" 8 39 "M" 18 0 0 1 0 0.5 0.507078507078507 -0.5 -0.49034749034749 -10.6872586872587 -4.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P29_L1R2" 9 "Long" "Pred" 7 39 "M" 18 0 0 1 0 0.5 0.507078507078507 0.5 0.50965250965251 -10.6872586872587 -4.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P29_L1R2" 11 "Short" "NPred" 12 39 "M" 18 0 1 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 -10.6872586872587 -4.3963963963964 "Younger" -0.5 -0.535392535392535
"SP_P3_L3R1" 1 "Short" "Pred" 2 58 "F" 37 0 0 0 1 -0.5 -0.492921492921493 0.5 0.50965250965251 8.31274131274131 14.6036036036036 "Older" 0.5 0.464607464607465
"SP_P3_L3R1" 2 "Short" "NPred" 10 58 "F" 37 1 0 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 8.31274131274131 14.6036036036036 "Older" 0.5 0.464607464607465
"SP_P3_L3R1" 3 "Short" "NPred" 11 58 "F" 37 0 0 0 1 -0.5 -0.492921492921493 -0.5 -0.49034749034749 8.31274131274131 14.6036036036036 "Older" 0.5 0.464607464607465
"SP_P3_L3R1" 4 "Long" "Pred" 15 58 "F" 37 0 0 1 0 0.5 0.507078507078507 0.5 0.50965250965251 8.31274131274131 14.6036036036036 "Older" 0.5 0.464607464607465
"SP_P3_L3R1" 5 "Short" "NPred" 16 58 "F" 37 0 0 0 1 -0.5 -0.492921492921493 -0.5 -0.49034749034749 8.31274131274131 14.6036036036036 "Older" 0.5 0.464607464607465
"SP_P3_L3R1" 6 "Long" "NPred" 6 58 "F" 37 0 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 8.31274131274131 14.6036036036036 "Older" 0.5 0.464607464607465
"SP_P3_L3R1" 7 "Long" "Pred" 8 58 "F" 37 0 0 0 0 0.5 0.507078507078507 0.5 0.50965250965251 8.31274131274131 14.6036036036036 "Older" 0.5 0.464607464607465
"SP_P3_L3R1" 8 "Long" "NPred" 7 58 "F" 37 1 0 0 1 0.5 0.507078507078507 -0.5 -0.49034749034749 8.31274131274131 14.6036036036036 "Older" 0.5 0.464607464607465
"SP_P3_L3R1" 9 "Long" "NPred" 3 58 "F" 37 0 0 1 0 0.5 0.507078507078507 -0.5 -0.49034749034749 8.31274131274131 14.6036036036036 "Older" 0.5 0.464607464607465
"SP_P3_L3R1" 10 "Short" "Pred" 9 58 "F" 37 0 0 0 1 -0.5 -0.492921492921493 0.5 0.50965250965251 8.31274131274131 14.6036036036036 "Older" 0.5 0.464607464607465
"SP_P3_L3R1" 11 "Long" "Pred" 5 58 "F" 37 0 0 0 1 0.5 0.507078507078507 0.5 0.50965250965251 8.31274131274131 14.6036036036036 "Older" 0.5 0.464607464607465
"SP_P3_L3R1" 12 "Short" "Pred" 12 58 "F" 37 0 0 0 1 -0.5 -0.492921492921493 0.5 0.50965250965251 8.31274131274131 14.6036036036036 "Older" 0.5 0.464607464607465
"SP_P30_L2R2" 1 "Short" "NPred" 8 61 "F" 30 0 1 1 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 11.3127413127413 7.6036036036036 "Older" 0.5 0.464607464607465
"SP_P30_L2R2" 2 "Short" "Pred" 7 61 "F" 30 0 0 0 1 -0.5 -0.492921492921493 0.5 0.50965250965251 11.3127413127413 7.6036036036036 "Older" 0.5 0.464607464607465
"SP_P30_L2R2" 3 "Long" "Pred" 12 61 "F" 30 0 0 0 1 0.5 0.507078507078507 0.5 0.50965250965251 11.3127413127413 7.6036036036036 "Older" 0.5 0.464607464607465
"SP_P30_L2R2" 4 "Long" "Pred" 2 61 "F" 30 1 0 0 0 0.5 0.507078507078507 0.5 0.50965250965251 11.3127413127413 7.6036036036036 "Older" 0.5 0.464607464607465
"SP_P30_L2R2" 5 "Long" "NPred" 16 61 "F" 30 0 0 1 0 0.5 0.507078507078507 -0.5 -0.49034749034749 11.3127413127413 7.6036036036036 "Older" 0.5 0.464607464607465
"SP_P30_L2R2" 6 "Long" "Pred" 9 61 "F" 30 0 0 0 0 0.5 0.507078507078507 0.5 0.50965250965251 11.3127413127413 7.6036036036036 "Older" 0.5 0.464607464607465
"SP_P30_L2R2" 7 "Short" "NPred" 15 61 "F" 30 0 0 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 11.3127413127413 7.6036036036036 "Older" 0.5 0.464607464607465
"SP_P30_L2R2" 8 "Long" "NPred" 10 61 "F" 30 0 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 11.3127413127413 7.6036036036036 "Older" 0.5 0.464607464607465
"SP_P30_L2R2" 9 "Short" "Pred" 6 61 "F" 30 0 1 0 0 -0.5 -0.492921492921493 0.5 0.50965250965251 11.3127413127413 7.6036036036036 "Older" 0.5 0.464607464607465
"SP_P30_L2R2" 10 "Long" "NPred" 11 61 "F" 30 0 0 0 1 0.5 0.507078507078507 -0.5 -0.49034749034749 11.3127413127413 7.6036036036036 "Older" 0.5 0.464607464607465
"SP_P30_L2R2" 11 "Short" "Pred" 3 61 "F" 30 0 0 0 1 -0.5 -0.492921492921493 0.5 0.50965250965251 11.3127413127413 7.6036036036036 "Older" 0.5 0.464607464607465
"SP_P30_L2R2" 12 "Short" "NPred" 5 61 "F" 30 0 0 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 11.3127413127413 7.6036036036036 "Older" 0.5 0.464607464607465
"SP_P31_L3R2" 2 "Short" "Pred" 12 59 "M" 29 0 0 0 0 -0.5 -0.492921492921493 0.5 0.50965250965251 9.31274131274131 6.6036036036036 "Older" 0.5 0.464607464607465
"SP_P31_L3R2" 3 "Short" "NPred" 16 59 "M" 29 0 0 0 1 -0.5 -0.492921492921493 -0.5 -0.49034749034749 9.31274131274131 6.6036036036036 "Older" 0.5 0.464607464607465
"SP_P31_L3R2" 4 "Long" "NPred" 6 59 "M" 29 0 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 9.31274131274131 6.6036036036036 "Older" 0.5 0.464607464607465
"SP_P31_L3R2" 5 "Long" "Pred" 5 59 "M" 29 0 0 0 0 0.5 0.507078507078507 0.5 0.50965250965251 9.31274131274131 6.6036036036036 "Older" 0.5 0.464607464607465
"SP_P31_L3R2" 6 "Short" "Pred" 2 59 "M" 29 0 0 0 0 -0.5 -0.492921492921493 0.5 0.50965250965251 9.31274131274131 6.6036036036036 "Older" 0.5 0.464607464607465
"SP_P31_L3R2" 7 "Short" "NPred" 10 59 "M" 29 0 0 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 9.31274131274131 6.6036036036036 "Older" 0.5 0.464607464607465
"SP_P31_L3R2" 8 "Long" "Pred" 8 59 "M" 29 0 0 0 0 0.5 0.507078507078507 0.5 0.50965250965251 9.31274131274131 6.6036036036036 "Older" 0.5 0.464607464607465
"SP_P31_L3R2" 9 "Short" "NPred" 11 59 "M" 29 0 0 0 0 -0.5 -0.492921492921493 -0.5 -0.49034749034749 9.31274131274131 6.6036036036036 "Older" 0.5 0.464607464607465
"SP_P31_L3R2" 10 "Long" "NPred" 7 59 "M" 29 0 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 9.31274131274131 6.6036036036036 "Older" 0.5 0.464607464607465
"SP_P31_L3R2" 11 "Long" "NPred" 3 59 "M" 29 0 0 1 0 0.5 0.507078507078507 -0.5 -0.49034749034749 9.31274131274131 6.6036036036036 "Older" 0.5 0.464607464607465
"SP_P31_L3R2" 12 "Short" "Pred" 9 59 "M" 29 0 1 0 1 -0.5 -0.492921492921493 0.5 0.50965250965251 9.31274131274131 6.6036036036036 "Older" 0.5 0.464607464607465
"SP_P32_L4R2" 1 "Long" "NPred" 9 60 "M" 19 0 0 0 0 0.5 0.507078507078507 -0.5 -0.49034749034749 10.3127413127413 -3.3963963963964 "Older" 0.5 0.464607464607465
