"PartID" "VerbType" "Length" "TimeVE" "ot1" "ot2" "Distractor" "Subject" "Agent" "Patient" "PC" "PCC" "LC" "LCC"
"SPA_P1_L1R1" "NPred" "Long" -480 -0.229341236146931 0.285500603621935 0 1 0 0 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" -440 -0.220847116289638 0.253778314330609 0 0.666666666666667 0.333333333333333 0 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" -400 -0.212352996432344 0.22325309255971 0 0.666666666666667 0.333333333333333 0 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" -360 -0.20385887657505 0.193924938309239 0 0.333333333333333 0.333333333333333 0 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" -320 -0.195364756717756 0.165793851579195 0 0.333333333333333 0.333333333333333 0.333333333333333 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" -280 -0.186870636860463 0.138859832369579 0 0.333333333333333 0.333333333333333 0.333333333333333 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" -240 -0.178376517003169 0.113122880680389 0 0.333333333333333 0.333333333333333 0.333333333333333 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" -200 -0.169882397145875 0.0885829965116278 0 0.333333333333333 0.333333333333333 0.333333333333333 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" -160 -0.161388277288581 0.0652401798632934 0 0.333333333333333 0.333333333333333 0.333333333333333 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" -120 -0.152894157431288 0.0430944307353865 0 0.333333333333333 0.333333333333333 0.333333333333333 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" -80 -0.144400037573994 0.022145749127907 0 0.333333333333333 0.333333333333333 0.333333333333333 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" -40 -0.1359059177167 0.00239413504085483 0 0.333333333333333 0.333333333333333 0.333333333333333 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 0 -0.127411797859406 -0.0161604115257699 0 0.333333333333333 0.333333333333333 0.333333333333333 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 40 -0.118917678002113 -0.0335178905719672 0 0.333333333333333 0.333333333333333 0.333333333333333 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 80 -0.110423558144819 -0.0496783020977372 0 0 0.333333333333333 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 120 -0.101929438287525 -0.0646416461030797 0 0 0.333333333333333 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 160 -0.0934353184302314 -0.0784079225879948 0 0 0.333333333333333 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 200 -0.0849411985729376 -0.0909771315524825 0 0 0.333333333333333 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 240 -0.0764470787156438 -0.102349272996543 0 0 0.333333333333333 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 280 -0.0679529588583501 -0.112524346920176 0 0 0.333333333333333 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 320 -0.0594588390010563 -0.121502353323381 0 0 0.333333333333333 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 360 -0.0509647191437626 -0.129283292206159 0 0 0.333333333333333 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 400 -0.0424705992864688 -0.13586716356851 0 0 0.333333333333333 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 440 -0.033976479429175 -0.141253967410433 0 0 0.333333333333333 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 480 -0.0254823595718813 -0.145443703731929 0.333333333333333 0 0 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 520 -0.0169882397145875 -0.148436372532998 0.333333333333333 0 0 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 560 -0.00849411985729376 -0.150231973813639 0.333333333333333 0 0 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 600 0 -0.150830507573853 0.333333333333333 0 0 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 640 0.00849411985729376 -0.150231973813639 0.333333333333333 0 0 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 680 0.0169882397145875 -0.148436372532998 0.333333333333333 0 0 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 720 0.0254823595718813 -0.145443703731929 0.333333333333333 0 0 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 760 0.033976479429175 -0.141253967410433 0.333333333333333 0 0 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 800 0.0424705992864688 -0.13586716356851 0.333333333333333 0 0 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 840 0.0509647191437625 -0.129283292206159 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 880 0.0594588390010563 -0.121502353323381 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 920 0.0679529588583501 -0.112524346920176 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 960 0.0764470787156438 -0.102349272996543 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1000 0.0849411985729376 -0.0909771315524825 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1040 0.0934353184302314 -0.0784079225879948 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1080 0.101929438287525 -0.0646416461030797 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1120 0.110423558144819 -0.0496783020977372 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1160 0.118917678002113 -0.0335178905719672 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1200 0.127411797859406 -0.0161604115257699 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1240 0.1359059177167 0.0023941350408548 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1280 0.144400037573994 0.0221457491279069 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1320 0.152894157431288 0.0430944307353865 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1360 0.161388277288581 0.0652401798632934 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1400 0.169882397145875 0.0885829965116277 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1440 0.178376517003169 0.113122880680389 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1480 0.186870636860463 0.138859832369579 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1520 0.195364756717756 0.165793851579195 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1560 0.20385887657505 0.193924938309239 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1600 0.212352996432344 0.22325309255971 0 0 0 1 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1640 0.220847116289638 0.253778314330609 0.333333333333333 0 0 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Long" 1680 0.229341236146931 0.285500603621935 0.333333333333333 0 0 0.666666666666667 -0.5 -0.5 0.5 0.5
"SPA_P1_L1R1" "NPred" "Short" -480 -0.229341236146931 0.285500603621935 0 1 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" -440 -0.220847116289638 0.253778314330609 0 1 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" -400 -0.212352996432344 0.22325309255971 0 1 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" -360 -0.20385887657505 0.193924938309239 0 1 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" -320 -0.195364756717756 0.165793851579195 0 1 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" -280 -0.186870636860463 0.138859832369579 0 1 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" -240 -0.178376517003169 0.113122880680389 0 1 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" -200 -0.169882397145875 0.0885829965116278 0 1 0 0 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" -160 -0.161388277288581 0.0652401798632934 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" -120 -0.152894157431288 0.0430944307353865 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" -80 -0.144400037573994 0.022145749127907 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" -40 -0.1359059177167 0.00239413504085483 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" 0 -0.127411797859406 -0.0161604115257699 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" 40 -0.118917678002113 -0.0335178905719672 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" 80 -0.110423558144819 -0.0496783020977372 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" 120 -0.101929438287525 -0.0646416461030797 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" 160 -0.0934353184302314 -0.0784079225879948 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" 200 -0.0849411985729376 -0.0909771315524825 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" 240 -0.0764470787156438 -0.102349272996543 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" 280 -0.0679529588583501 -0.112524346920176 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" 320 -0.0594588390010563 -0.121502353323381 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" 360 -0.0509647191437626 -0.129283292206159 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" 400 -0.0424705992864688 -0.13586716356851 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
"SPA_P1_L1R1" "NPred" "Short" 440 -0.033976479429175 -0.141253967410433 0 0.666666666666667 0 0.333333333333333 -0.5 -0.5 -0.5 -0.5
