"PartID" "Trial" "VerbType" "Item" "Age" "Gender" "EV" "Distractor" "Subject" "Agent" "Patient" "PC" "PCC" "AC" "EVC"
"P19_LAR2_C" 7 "NPred" 8 41 "M" 18 0 0 1 0 -0.5 -0.484848484848485 -9.44318181818182 -6.01136363636364
"P19_LAR2_C" 9 "NPred" 3 41 "M" 18 0 0 1 0 -0.5 -0.484848484848485 -9.44318181818182 -6.01136363636364
"P19_LAR2_C" 10 "Pred" 7 41 "M" 18 0 0 0 0 0.5 0.515151515151515 -9.44318181818182 -6.01136363636364
"P19_LAR2_C" 11 "NPred" 12 41 "M" 18 0 0 0 0 -0.5 -0.484848484848485 -9.44318181818182 -6.01136363636364
"P19_LAR2_C" 12 "Pred" 5 41 "M" 18 0 0 0 0 0.5 0.515151515151515 -9.44318181818182 -6.01136363636364
"P2_LBR1_C" 1 "NPred" 2 60 "F" 36 0 1 0 0 -0.5 -0.484848484848485 9.55681818181818 11.9886363636364
"P2_LBR1_C" 2 "Pred" 12 60 "F" 36 0 1 0 1 0.5 0.515151515151515 9.55681818181818 11.9886363636364
"P2_LBR1_C" 3 "NPred" 7 60 "F" 36 1 0 0 0 -0.5 -0.484848484848485 9.55681818181818 11.9886363636364
"P2_LBR1_C" 4 "NPred" 15 60 "F" 36 0 0 1 0 -0.5 -0.484848484848485 9.55681818181818 11.9886363636364
"P2_LBR1_C" 5 "Pred" 6 60 "F" 36 0 0 1 0 0.5 0.515151515151515 9.55681818181818 11.9886363636364
"P2_LBR1_C" 6 "Pred" 3 60 "F" 36 0 0 1 0 0.5 0.515151515151515 9.55681818181818 11.9886363636364
"P2_LBR1_C" 7 "Pred" 16 60 "F" 36 0 1 0 1 0.5 0.515151515151515 9.55681818181818 11.9886363636364
"P2_LBR1_C" 8 "NPred" 5 60 "F" 36 1 0 0 0 -0.5 -0.484848484848485 9.55681818181818 11.9886363636364
"P2_LBR1_C" 9 "NPred" 9 60 "F" 36 0 0 0 1 -0.5 -0.484848484848485 9.55681818181818 11.9886363636364
"P2_LBR1_C" 10 "Pred" 10 60 "F" 36 1 0 0 0 0.5 0.515151515151515 9.55681818181818 11.9886363636364
"P2_LBR1_C" 11 "Pred" 8 60 "F" 36 0 0 1 0 0.5 0.515151515151515 9.55681818181818 11.9886363636364
"P2_LBR1_C" 12 "NPred" 11 60 "F" 36 0 0 1 0 -0.5 -0.484848484848485 9.55681818181818 11.9886363636364
"P20_LBR2_C" 1 "NPred" 9 40 "F" 25 0 0 0 1 -0.5 -0.484848484848485 -10.4431818181818 0.988636363636363
"P20_LBR2_C" 2 "NPred" 7 40 "F" 25 0 0 1 0 -0.5 -0.484848484848485 -10.4431818181818 0.988636363636363
"P20_LBR2_C" 3 "NPred" 15 40 "F" 25 0 1 0 1 -0.5 -0.484848484848485 -10.4431818181818 0.988636363636363
"P20_LBR2_C" 4 "Pred" 8 40 "F" 25 0 0 0 1 0.5 0.515151515151515 -10.4431818181818 0.988636363636363
"P20_LBR2_C" 5 "Pred" 16 40 "F" 25 1 0 0 0 0.5 0.515151515151515 -10.4431818181818 0.988636363636363
"P20_LBR2_C" 6 "Pred" 12 40 "F" 25 0 0 1 0 0.5 0.515151515151515 -10.4431818181818 0.988636363636363
"P20_LBR2_C" 7 "NPred" 2 40 "F" 25 0 0 0 1 -0.5 -0.484848484848485 -10.4431818181818 0.988636363636363
"P20_LBR2_C" 8 "Pred" 3 40 "F" 25 0 0 1 0 0.5 0.515151515151515 -10.4431818181818 0.988636363636363
"P21_LAR1_C" 1 "NPred" 8 42 "F" 17 1 0 0 1 -0.5 -0.484848484848485 -8.44318181818182 -7.01136363636364
"P21_LAR1_C" 2 "Pred" 15 42 "F" 17 0 0 0 0 0.5 0.515151515151515 -8.44318181818182 -7.01136363636364
"P21_LAR1_C" 4 "NPred" 10 42 "F" 17 0 1 0 0 -0.5 -0.484848484848485 -8.44318181818182 -7.01136363636364
"P21_LAR1_C" 5 "NPred" 16 42 "F" 17 0 0 0 0 -0.5 -0.484848484848485 -8.44318181818182 -7.01136363636364
"P21_LAR1_C" 6 "NPred" 6 42 "F" 17 0 0 0 1 -0.5 -0.484848484848485 -8.44318181818182 -7.01136363636364
"P21_LAR1_C" 8 "Pred" 5 42 "F" 17 0 0 0 0 0.5 0.515151515151515 -8.44318181818182 -7.01136363636364
"P21_LAR1_C" 9 "NPred" 3 42 "F" 17 0 0 0 0 -0.5 -0.484848484848485 -8.44318181818182 -7.01136363636364
"P21_LAR1_C" 10 "Pred" 11 42 "F" 17 0 0 0 1 0.5 0.515151515151515 -8.44318181818182 -7.01136363636364
"P21_LAR1_C" 11 "Pred" 7 42 "F" 17 0 1 0 0 0.5 0.515151515151515 -8.44318181818182 -7.01136363636364
"P21_LAR1_C" 12 "NPred" 12 42 "F" 17 0 0 1 1 -0.5 -0.484848484848485 -8.44318181818182 -7.01136363636364
"P22_LBR1_C" 1 "NPred" 2 66 "M" 31 0 0 0 1 -0.5 -0.484848484848485 15.5568181818182 6.98863636363636
"P22_LBR1_C" 2 "Pred" 12 66 "M" 31 0 1 0 0 0.5 0.515151515151515 15.5568181818182 6.98863636363636
"P22_LBR1_C" 3 "NPred" 7 66 "M" 31 0 0 0 0 -0.5 -0.484848484848485 15.5568181818182 6.98863636363636
